task,wh_name,logic_adjusted_new_step_duration_minutes
Verify Fill,BEYONDRX_OH,7.88
Verify Order,BEYONDRX_OH,9.4
Verify Order,BEYONDRX_AZ,3.98
Verify Batch,OHIO,7.98
Verify Order,BEYONDRX_OH,8.85
Verify Order,OHIO,11.87
Verify Batch,BEYONDRX_OH,4.25
Verify Fill,OHIO,10.62
Verify Order,BEYONDRX_OH,6.05
Verify Batch,BEYONDRX_AZ,4.86
Verify Fill,BEYONDRX_AZ,7.97
Verify Batch,BEYONDRX_OH,1.98
Verify Fill,BEYONDRX_OH,7.65
Verify Order,OHIO,2.63
Verify Order,BEYONDRX_AZ,1.3
Verify Batch,BEYONDRX_OH,6.08
Verify Fill,BEYONDRX_AZ,7.24
Verify Batch,OHIO,5.63
Verify Fill,BEYONDRX_OH,8.04
Verify Batch,BEYONDRX_OH,8.55
Verify Order,BEYONDRX_OH,13.07
Verify Batch,OHIO,8.22
Verify Fill,OHIO,12.12
Verify Order,BEYONDRX_AZ,6.82
Verify Fill,OHIO,13.02
Verify Order,BEYONDRX_AZ,7.44
Verify Batch,BEYONDRX_AZ,12.59
Verify Batch,BEYONDRX_AZ,3.46
Verify Fill,BEYONDRX_AZ,7.59
Verify Batch,BEYONDRX_AZ,3.59
Verify Batch,BEYONDRX_OH,9.37
Verify Fill,BEYONDRX_OH,9.62
Verify Fill,BEYONDRX_OH,7.34
Verify Order,BEYONDRX_AZ,6.96
Verify Batch,BEYONDRX_AZ,8.86
Verify Order,BEYONDRX_OH,6.76
Verify Fill,BEYONDRX_AZ,5.43
Verify Batch,BEYONDRX_OH,6.97
Verify Fill,BEYONDRX_OH,7.53
Verify Order,BEYONDRX_OH,3.1
Verify Order,BEYONDRX_OH,10.42
Verify Fill,OHIO,3.93
Verify Fill,BEYONDRX_OH,9.44
Verify Batch,BEYONDRX_OH,10.92
Verify Order,OHIO,10.54
Verify Fill,BEYONDRX_OH,5.67
Verify Order,OHIO,11.42
Verify Batch,OHIO,3.35
Verify Batch,BEYONDRX_AZ,9.73
Verify Order,OHIO,3.9
Verify Order,BEYONDRX_AZ,7.34
Verify Fill,OHIO,9.38
Verify Batch,OHIO,3.94
Verify Batch,OHIO,8.2
Verify Fill,BEYONDRX_AZ,8.55
Verify Batch,BEYONDRX_AZ,16.76
Verify Order,BEYONDRX_AZ,4.87
Verify Fill,BEYONDRX_OH,5.92
Verify Order,BEYONDRX_OH,6.88
Verify Batch,BEYONDRX_AZ,7.68
Verify Fill,OHIO,8.0
Verify Fill,OHIO,5.03
Verify Batch,OHIO,6.65
Verify Batch,BEYONDRX_OH,8.6
Verify Fill,OHIO,13.73
Verify Order,OHIO,5.92
Verify Batch,BEYONDRX_OH,6.72
Verify Order,BEYONDRX_AZ,7.93
Verify Order,BEYONDRX_OH,4.39
Verify Fill,BEYONDRX_AZ,7.25
Verify Order,BEYONDRX_OH,12.52
Verify Batch,OHIO,6.27
Verify Batch,OHIO,9.39
Verify Batch,OHIO,9.65
Verify Fill,BEYONDRX_AZ,9.14
Verify Batch,BEYONDRX_OH,7.49
Verify Fill,BEYONDRX_AZ,12.3
Verify Order,BEYONDRX_OH,7.05
Verify Batch,BEYONDRX_AZ,5.83
Verify Fill,BEYONDRX_OH,14.34
Verify Batch,BEYONDRX_OH,6.42
Verify Fill,BEYONDRX_AZ,9.05
Verify Batch,BEYONDRX_AZ,11.12
Verify Order,BEYONDRX_AZ,5.75
Verify Fill,BEYONDRX_AZ,2.19
Verify Fill,BEYONDRX_OH,7.5
Verify Batch,OHIO,14.1
Verify Batch,OHIO,9.69
Verify Order,OHIO,7.58
Verify Order,BEYONDRX_AZ,11.61
Verify Fill,OHIO,6.47
Verify Fill,BEYONDRX_OH,2.04
Verify Batch,BEYONDRX_OH,7.66
Verify Order,BEYONDRX_AZ,8.3
Verify Order,BEYONDRX_OH,10.72
Verify Batch,OHIO,14.15
Verify Fill,BEYONDRX_OH,9.39
Verify Batch,BEYONDRX_AZ,10.18
Verify Batch,OHIO,5.69
Verify Batch,OHIO,11.83
Verify Order,OHIO,6.93
Verify Batch,OHIO,5.96
Verify Batch,BEYONDRX_AZ,12.62
Verify Order,BEYONDRX_AZ,8.75
Verify Batch,BEYONDRX_OH,6.69
Verify Batch,BEYONDRX_AZ,14.62
Verify Order,BEYONDRX_OH,10.06
Verify Batch,BEYONDRX_OH,4.71
Verify Order,OHIO,8.12
Verify Fill,BEYONDRX_OH,4.24
Verify Batch,BEYONDRX_OH,2.54
Verify Fill,BEYONDRX_AZ,3.34
Verify Batch,OHIO,11.95
Verify Fill,BEYONDRX_OH,9.32
Verify Batch,BEYONDRX_OH,1.96
Verify Fill,BEYONDRX_AZ,5.97
Verify Batch,BEYONDRX_AZ,10.12
Verify Order,BEYONDRX_OH,5.91
Verify Order,OHIO,11.51
Verify Fill,BEYONDRX_OH,13.18
Verify Order,BEYONDRX_AZ,10.53
Verify Fill,BEYONDRX_OH,12.08
Verify Fill,OHIO,10.11
Verify Fill,BEYONDRX_AZ,8.47
Verify Batch,BEYONDRX_AZ,14.65
Verify Order,OHIO,8.85
Verify Fill,BEYONDRX_AZ,6.1
Verify Batch,OHIO,7.07
Verify Fill,OHIO,13.74
Verify Order,OHIO,8.12
Verify Order,BEYONDRX_AZ,9.17
Verify Order,BEYONDRX_OH,5.5
Verify Batch,BEYONDRX_OH,10.24
Verify Batch,BEYONDRX_OH,4.89
Verify Batch,BEYONDRX_OH,4.24
Verify Fill,OHIO,6.69
Verify Order,BEYONDRX_OH,7.01
Verify Batch,OHIO,6.66
Verify Fill,BEYONDRX_AZ,9.84
Verify Order,OHIO,5.57
Verify Order,BEYONDRX_AZ,7.09
Verify Order,OHIO,2.88
Verify Order,BEYONDRX_AZ,7.67
Verify Order,BEYONDRX_OH,7.85
Verify Batch,BEYONDRX_OH,3.12
Verify Fill,OHIO,8.61
Verify Batch,OHIO,8.78
Verify Batch,BEYONDRX_OH,6.89
Verify Order,BEYONDRX_AZ,7.53
Verify Order,OHIO,7.37
Verify Fill,BEYONDRX_OH,11.67
Verify Batch,BEYONDRX_AZ,6.91
Verify Fill,BEYONDRX_AZ,3.22
Verify Order,BEYONDRX_AZ,7.83
Verify Order,BEYONDRX_AZ,14.39
Verify Batch,BEYONDRX_AZ,10.76
Verify Order,BEYONDRX_OH,3.12
Verify Order,BEYONDRX_AZ,4.77
Verify Batch,OHIO,6.05
Verify Fill,BEYONDRX_AZ,9.04
Verify Batch,OHIO,13.83
Verify Order,BEYONDRX_OH,10.75
Verify Fill,BEYONDRX_OH,14.79
Verify Fill,BEYONDRX_OH,2.9
Verify Order,OHIO,6.43
Verify Fill,BEYONDRX_OH,10.94
Verify Order,BEYONDRX_OH,5.22
Verify Batch,BEYONDRX_AZ,12.78
Verify Order,BEYONDRX_OH,8.77
Verify Order,OHIO,4.47
Verify Order,BEYONDRX_OH,7.37
Verify Fill,BEYONDRX_OH,13.87
Verify Fill,BEYONDRX_OH,13.18
Verify Order,BEYONDRX_AZ,7.06
Verify Fill,OHIO,8.61
Verify Order,OHIO,10.2
Verify Fill,BEYONDRX_AZ,6.98
Verify Fill,BEYONDRX_OH,7.97
Verify Fill,BEYONDRX_OH,5.84
Verify Batch,OHIO,8.62
Verify Fill,BEYONDRX_OH,6.27
Verify Fill,BEYONDRX_OH,4.37
Verify Fill,BEYONDRX_OH,6.52
Verify Batch,BEYONDRX_OH,7.0
Verify Order,BEYONDRX_OH,13.32
Verify Fill,BEYONDRX_AZ,4.14
Verify Fill,OHIO,3.5
Verify Batch,BEYONDRX_AZ,8.59
Verify Fill,OHIO,15.78
Verify Batch,OHIO,7.89
Verify Fill,BEYONDRX_AZ,10.13
Verify Batch,OHIO,4.98
Verify Batch,OHIO,6.49
Verify Fill,OHIO,9.63
Verify Batch,BEYONDRX_AZ,5.02
Verify Fill,BEYONDRX_AZ,9.94
Verify Fill,OHIO,8.0
Verify Fill,OHIO,17.95
Verify Batch,BEYONDRX_AZ,0.91
Verify Fill,BEYONDRX_OH,6.47
Verify Order,BEYONDRX_OH,9.36
Verify Batch,BEYONDRX_OH,4.36
Verify Order,OHIO,8.19
Verify Batch,BEYONDRX_OH,4.44
Verify Batch,OHIO,6.78
Verify Batch,BEYONDRX_OH,4.76
Verify Order,OHIO,6.77
Verify Batch,BEYONDRX_AZ,7.19
Verify Order,BEYONDRX_AZ,6.62
Verify Order,OHIO,8.28
Verify Fill,OHIO,15.92
Verify Batch,BEYONDRX_OH,12.95
Verify Order,BEYONDRX_AZ,6.58
Verify Order,BEYONDRX_AZ,4.16
Verify Fill,OHIO,4.19
Verify Fill,OHIO,8.83
Verify Batch,BEYONDRX_AZ,12.84
Verify Order,OHIO,6.76
Verify Order,BEYONDRX_OH,10.95
Verify Order,BEYONDRX_OH,3.69
Verify Order,OHIO,5.24
Verify Order,BEYONDRX_AZ,3.17
Verify Batch,BEYONDRX_OH,6.07
Verify Fill,OHIO,11.2
Verify Fill,OHIO,14.67
Verify Batch,BEYONDRX_AZ,8.13
Verify Order,BEYONDRX_OH,5.13
Verify Fill,BEYONDRX_OH,7.47
Verify Order,OHIO,5.97
Verify Batch,OHIO,11.44
Verify Fill,BEYONDRX_AZ,3.05
Verify Fill,OHIO,12.36
Verify Order,BEYONDRX_OH,7.14
Verify Batch,BEYONDRX_OH,2.47
Verify Order,BEYONDRX_AZ,10.05
Verify Order,BEYONDRX_AZ,5.06
Verify Batch,OHIO,6.54
Verify Order,OHIO,15.68
Verify Fill,OHIO,5.02
Verify Batch,OHIO,3.26
Verify Fill,OHIO,21.6
Verify Batch,OHIO,7.2
Verify Order,BEYONDRX_OH,13.51
Verify Batch,BEYONDRX_AZ,6.07
Verify Fill,BEYONDRX_OH,11.71
Verify Order,OHIO,10.86
Verify Order,OHIO,7.23
Verify Batch,BEYONDRX_OH,4.18
Verify Order,BEYONDRX_OH,4.76
Verify Fill,OHIO,9.71
Verify Order,OHIO,11.75
Verify Fill,BEYONDRX_AZ,12.19
Verify Batch,OHIO,17.42
Verify Batch,OHIO,5.2
Verify Fill,BEYONDRX_AZ,7.03
Verify Batch,OHIO,11.86
Verify Batch,BEYONDRX_AZ,6.43
Verify Fill,BEYONDRX_AZ,1.28
Verify Batch,BEYONDRX_AZ,12.15
Verify Fill,OHIO,10.83
Verify Batch,BEYONDRX_AZ,12.83
Verify Order,BEYONDRX_AZ,6.54
Verify Order,BEYONDRX_OH,9.73
Verify Fill,OHIO,1.56
Verify Order,BEYONDRX_AZ,5.95
Verify Order,OHIO,6.12
Verify Fill,OHIO,6.21
Verify Batch,BEYONDRX_OH,10.19
Verify Order,OHIO,11.18
Verify Batch,BEYONDRX_AZ,0.75
Verify Order,BEYONDRX_OH,7.76
Verify Order,BEYONDRX_AZ,15.77
Verify Batch,OHIO,6.76
Verify Fill,BEYONDRX_AZ,2.64
Verify Fill,OHIO,8.98
Verify Batch,BEYONDRX_AZ,3.72
Verify Fill,BEYONDRX_AZ,5.41
Verify Batch,BEYONDRX_AZ,6.49
Verify Fill,OHIO,7.58
Verify Batch,BEYONDRX_OH,7.66
Verify Fill,BEYONDRX_OH,3.36
Verify Order,BEYONDRX_AZ,13.4
Verify Batch,BEYONDRX_AZ,10.43
Verify Fill,OHIO,4.46
Verify Fill,OHIO,10.46
Verify Fill,BEYONDRX_OH,7.03
Verify Batch,OHIO,13.65
Verify Batch,BEYONDRX_AZ,8.91
Verify Batch,BEYONDRX_OH,11.91
Verify Batch,BEYONDRX_OH,5.71
Verify Order,BEYONDRX_OH,6.65
Verify Fill,OHIO,6.53
Verify Fill,OHIO,8.42
Verify Fill,BEYONDRX_AZ,13.06
Verify Fill,OHIO,6.06
Verify Order,BEYONDRX_OH,7.48
Verify Fill,OHIO,4.54
Verify Order,BEYONDRX_AZ,5.85
Verify Batch,OHIO,5.09
Verify Order,BEYONDRX_OH,10.16
Verify Batch,BEYONDRX_OH,6.6
Verify Batch,BEYONDRX_AZ,6.6
Verify Fill,BEYONDRX_AZ,9.02
Verify Fill,OHIO,9.09
Verify Batch,BEYONDRX_OH,9.93
Verify Fill,BEYONDRX_OH,5.98
Verify Fill,OHIO,8.88
Verify Order,OHIO,2.66
Verify Fill,OHIO,12.05
Verify Order,BEYONDRX_OH,10.95
Verify Fill,OHIO,6.22
Verify Order,OHIO,9.34
Verify Batch,BEYONDRX_OH,11.04
Verify Batch,OHIO,3.87
Verify Order,OHIO,11.38
Verify Batch,OHIO,6.96
Verify Order,OHIO,10.32
Verify Batch,OHIO,10.04
Verify Batch,OHIO,4.99
Verify Fill,BEYONDRX_OH,6.45
Verify Fill,BEYONDRX_AZ,8.29
Verify Fill,OHIO,5.84
Verify Batch,BEYONDRX_OH,7.14
Verify Fill,BEYONDRX_AZ,5.11
Verify Fill,OHIO,10.32
Verify Fill,BEYONDRX_AZ,5.12
Verify Batch,OHIO,14.78
Verify Order,OHIO,4.46
Verify Batch,BEYONDRX_AZ,11.55
Verify Batch,OHIO,9.95
Verify Order,OHIO,9.4
Verify Batch,BEYONDRX_OH,8.16
Verify Fill,BEYONDRX_AZ,10.96
Verify Fill,BEYONDRX_AZ,8.33
Verify Order,BEYONDRX_OH,13.29
Verify Batch,BEYONDRX_AZ,7.75
Verify Batch,BEYONDRX_OH,8.08
Verify Batch,OHIO,10.68
Verify Order,BEYONDRX_OH,4.0
Verify Batch,BEYONDRX_AZ,9.41
Verify Batch,BEYONDRX_OH,15.59
Verify Order,BEYONDRX_AZ,12.03
Verify Fill,OHIO,7.73
Verify Batch,BEYONDRX_OH,7.88
Verify Fill,OHIO,15.43
Verify Fill,BEYONDRX_OH,5.17
Verify Order,OHIO,1.57
Verify Fill,BEYONDRX_OH,11.02
Verify Order,BEYONDRX_AZ,6.2
Verify Batch,BEYONDRX_OH,5.15
Verify Batch,BEYONDRX_OH,8.03
Verify Order,BEYONDRX_AZ,12.56
Verify Fill,OHIO,12.74
Verify Order,BEYONDRX_OH,9.71
Verify Order,BEYONDRX_OH,7.89
Verify Order,OHIO,10.53
Verify Order,OHIO,4.96
Verify Fill,OHIO,8.43
Verify Order,BEYONDRX_AZ,14.61
Verify Order,OHIO,10.33
Verify Fill,BEYONDRX_AZ,6.45
Verify Order,BEYONDRX_OH,6.81
Verify Fill,OHIO,6.46
Verify Batch,BEYONDRX_AZ,5.89
Verify Fill,OHIO,7.15
Verify Order,OHIO,8.61
Verify Order,BEYONDRX_AZ,7.82
Verify Fill,OHIO,4.12
Verify Batch,BEYONDRX_AZ,10.5
Verify Order,BEYONDRX_OH,6.32
Verify Order,BEYONDRX_AZ,10.57
Verify Order,BEYONDRX_AZ,10.46
Verify Fill,BEYONDRX_AZ,6.07
Verify Order,OHIO,7.3
Verify Batch,BEYONDRX_OH,10.31
Verify Order,BEYONDRX_OH,6.69
Verify Order,BEYONDRX_OH,4.64
Verify Batch,OHIO,14.3
Verify Fill,BEYONDRX_AZ,5.11
Verify Batch,OHIO,7.6
Verify Order,BEYONDRX_OH,14.2
Verify Batch,OHIO,4.11
Verify Order,BEYONDRX_AZ,9.53
Verify Fill,BEYONDRX_AZ,7.54
Verify Fill,BEYONDRX_OH,10.88
Verify Order,BEYONDRX_AZ,7.25
Verify Order,BEYONDRX_OH,2.54
Verify Order,OHIO,7.58
Verify Fill,BEYONDRX_AZ,8.64
Verify Batch,OHIO,2.58
Verify Order,OHIO,8.37
Verify Batch,OHIO,13.74
Verify Order,BEYONDRX_AZ,5.34
Verify Batch,OHIO,5.74
Verify Batch,OHIO,11.53
Verify Batch,BEYONDRX_OH,8.3
Verify Fill,OHIO,7.22
Verify Batch,BEYONDRX_OH,9.66
Verify Fill,OHIO,5.26
Verify Fill,BEYONDRX_AZ,12.52
Verify Fill,OHIO,8.88
Verify Fill,OHIO,8.89
Verify Batch,OHIO,6.25
Verify Fill,BEYONDRX_OH,10.83
Verify Fill,BEYONDRX_OH,4.47
Verify Batch,BEYONDRX_OH,7.25
Verify Order,OHIO,6.36
Verify Fill,OHIO,4.05
Verify Order,BEYONDRX_AZ,6.27
Verify Fill,BEYONDRX_AZ,6.03
Verify Order,OHIO,5.15
Verify Batch,OHIO,10.5
Verify Order,BEYONDRX_OH,15.1
Verify Fill,BEYONDRX_AZ,3.79
Verify Order,BEYONDRX_AZ,4.73
Verify Batch,BEYONDRX_OH,15.02
Verify Fill,OHIO,6.19
Verify Order,BEYONDRX_AZ,3.16
Verify Order,OHIO,8.29
Verify Fill,BEYONDRX_AZ,4.14
Verify Order,BEYONDRX_OH,12.62
Verify Order,BEYONDRX_AZ,10.94
Verify Order,OHIO,7.44
Verify Fill,BEYONDRX_AZ,11.56
Verify Fill,OHIO,5.45
Verify Fill,BEYONDRX_OH,2.12
Verify Batch,BEYONDRX_OH,11.12
Verify Fill,BEYONDRX_AZ,10.63
Verify Fill,BEYONDRX_OH,10.95
Verify Order,BEYONDRX_OH,4.9
Verify Fill,BEYONDRX_AZ,8.51
Verify Batch,BEYONDRX_AZ,10.12
Verify Batch,BEYONDRX_AZ,8.61
Verify Batch,OHIO,5.51
Verify Batch,OHIO,9.61
Verify Batch,BEYONDRX_OH,8.87
Verify Order,BEYONDRX_AZ,13.26
Verify Batch,BEYONDRX_OH,4.93
Verify Order,BEYONDRX_OH,5.41
Verify Fill,OHIO,7.49
Verify Fill,BEYONDRX_AZ,6.04
Verify Batch,BEYONDRX_AZ,10.84
Verify Order,BEYONDRX_OH,13.07
Verify Batch,OHIO,17.61
Verify Order,BEYONDRX_OH,5.47
Verify Batch,OHIO,13.86
Verify Batch,BEYONDRX_OH,11.36
Verify Order,BEYONDRX_AZ,5.84
Verify Fill,BEYONDRX_OH,14.86
Verify Batch,BEYONDRX_OH,9.16
Verify Fill,BEYONDRX_AZ,7.65
Verify Fill,BEYONDRX_OH,7.31
Verify Fill,BEYONDRX_OH,7.18
Verify Order,OHIO,4.7
Verify Fill,BEYONDRX_OH,6.81
Verify Batch,OHIO,11.4
Verify Fill,BEYONDRX_OH,6.7
Verify Fill,BEYONDRX_AZ,6.19
Verify Fill,BEYONDRX_OH,3.72
Verify Batch,BEYONDRX_AZ,10.99
Verify Fill,OHIO,9.52
Verify Batch,BEYONDRX_AZ,7.1
Verify Fill,BEYONDRX_AZ,3.53
Verify Fill,BEYONDRX_AZ,9.15
Verify Fill,BEYONDRX_AZ,4.75
Verify Order,OHIO,9.65
Verify Batch,OHIO,6.98
Verify Batch,BEYONDRX_OH,4.78
Verify Fill,BEYONDRX_OH,15.58
Verify Batch,BEYONDRX_AZ,6.26
Verify Fill,BEYONDRX_OH,4.18
Verify Fill,BEYONDRX_AZ,7.37
Verify Batch,BEYONDRX_OH,10.67
Verify Batch,BEYONDRX_AZ,6.26
Verify Order,BEYONDRX_AZ,7.3
Verify Order,BEYONDRX_OH,11.16
Verify Order,BEYONDRX_OH,6.51
Verify Batch,BEYONDRX_OH,12.22
Verify Fill,BEYONDRX_AZ,6.72
Verify Fill,OHIO,10.48
Verify Fill,BEYONDRX_OH,7.61
Verify Batch,BEYONDRX_AZ,14.55
Verify Fill,OHIO,12.65
Verify Fill,BEYONDRX_OH,10.49
Verify Fill,BEYONDRX_AZ,6.77
Verify Order,BEYONDRX_OH,4.4
Verify Fill,BEYONDRX_OH,4.76
Verify Order,BEYONDRX_OH,11.77
Verify Order,BEYONDRX_OH,6.64
Verify Batch,OHIO,5.59
Verify Fill,OHIO,12.5
Verify Batch,BEYONDRX_OH,10.6
Verify Fill,BEYONDRX_AZ,8.14
Verify Batch,BEYONDRX_OH,2.02
Verify Order,OHIO,7.39
Verify Order,OHIO,6.31
Verify Fill,OHIO,7.53
Verify Batch,BEYONDRX_AZ,7.4
Verify Batch,BEYONDRX_AZ,13.03
Verify Batch,BEYONDRX_OH,11.46
Verify Batch,BEYONDRX_OH,5.89
Verify Fill,BEYONDRX_AZ,9.94
Verify Batch,OHIO,8.14
Verify Order,BEYONDRX_AZ,6.23
Verify Fill,BEYONDRX_OH,17.59
Verify Batch,BEYONDRX_AZ,7.85
Verify Order,BEYONDRX_AZ,7.76
Verify Fill,BEYONDRX_OH,2.53
Verify Order,OHIO,5.75
Verify Batch,BEYONDRX_OH,2.96
Verify Batch,OHIO,10.01
Verify Batch,BEYONDRX_AZ,11.95
Verify Batch,BEYONDRX_AZ,8.16
Verify Fill,BEYONDRX_OH,13.07
Verify Order,BEYONDRX_AZ,15.35
Verify Batch,BEYONDRX_OH,4.95
Verify Batch,BEYONDRX_AZ,12.79
Verify Fill,BEYONDRX_OH,11.45
Verify Order,BEYONDRX_OH,7.26
Verify Order,OHIO,19.66
Verify Batch,BEYONDRX_OH,12.22
Verify Fill,OHIO,14.38
Verify Batch,BEYONDRX_OH,5.54
Verify Batch,BEYONDRX_OH,9.03
Verify Fill,BEYONDRX_AZ,4.67
Verify Fill,OHIO,14.19
Verify Order,BEYONDRX_OH,10.74
Verify Fill,BEYONDRX_OH,10.78
Verify Fill,BEYONDRX_AZ,8.89
Verify Batch,BEYONDRX_AZ,6.12
Verify Batch,OHIO,5.0
Verify Fill,BEYONDRX_OH,5.7
Verify Batch,OHIO,6.21
Verify Order,BEYONDRX_OH,7.12
Verify Batch,BEYONDRX_OH,8.86
Verify Fill,BEYONDRX_OH,6.58
Verify Order,BEYONDRX_AZ,6.73
Verify Batch,OHIO,6.02
Verify Fill,BEYONDRX_AZ,19.8
Verify Fill,BEYONDRX_AZ,6.4
Verify Fill,BEYONDRX_AZ,8.01
Verify Batch,BEYONDRX_OH,20.01
Verify Order,OHIO,3.05
Verify Fill,BEYONDRX_OH,9.81
Verify Fill,OHIO,8.11
Verify Fill,BEYONDRX_AZ,9.59
Verify Batch,OHIO,7.98
Verify Fill,OHIO,9.63
Verify Batch,OHIO,5.52
Verify Order,BEYONDRX_AZ,9.5
Verify Order,OHIO,13.71
Verify Fill,BEYONDRX_AZ,14.33
Verify Batch,BEYONDRX_AZ,7.27
Verify Fill,BEYONDRX_AZ,11.16
Verify Fill,BEYONDRX_OH,4.92
Verify Batch,BEYONDRX_OH,11.77
Verify Batch,BEYONDRX_AZ,6.51
Verify Order,BEYONDRX_OH,7.66
Verify Batch,OHIO,17.39
Verify Fill,BEYONDRX_OH,6.65
Verify Order,OHIO,8.59
Verify Batch,BEYONDRX_AZ,4.96
Verify Batch,OHIO,10.35
Verify Batch,BEYONDRX_AZ,5.76
Verify Fill,BEYONDRX_AZ,4.03
Verify Fill,BEYONDRX_AZ,5.83
Verify Batch,OHIO,5.76
Verify Order,BEYONDRX_AZ,10.08
Verify Order,OHIO,16.5
Verify Order,OHIO,3.8
Verify Order,BEYONDRX_OH,3.27
Verify Fill,BEYONDRX_OH,6.56
Verify Fill,OHIO,11.68
Verify Fill,BEYONDRX_OH,7.41
Verify Fill,OHIO,8.36
Verify Order,BEYONDRX_AZ,4.17
Verify Fill,OHIO,10.6
Verify Batch,OHIO,13.72
Verify Order,OHIO,14.93
Verify Order,BEYONDRX_OH,5.79
Verify Order,BEYONDRX_OH,8.39
Verify Batch,BEYONDRX_OH,14.56
Verify Fill,OHIO,5.82
Verify Fill,BEYONDRX_AZ,8.34
Verify Fill,OHIO,4.24
Verify Order,BEYONDRX_AZ,6.78
Verify Batch,BEYONDRX_AZ,14.32
Verify Batch,BEYONDRX_AZ,8.97
Verify Batch,BEYONDRX_OH,8.44
Verify Fill,BEYONDRX_AZ,6.3
Verify Batch,BEYONDRX_OH,7.93
Verify Batch,BEYONDRX_AZ,9.64
Verify Order,BEYONDRX_AZ,12.45
Verify Batch,BEYONDRX_OH,3.88
Verify Fill,OHIO,15.65
Verify Order,BEYONDRX_OH,6.45
Verify Order,OHIO,9.75
Verify Batch,OHIO,5.09
Verify Fill,BEYONDRX_AZ,6.41
Verify Order,BEYONDRX_AZ,7.44
Verify Order,BEYONDRX_OH,16.06
Verify Order,OHIO,2.37
Verify Batch,BEYONDRX_OH,11.35
Verify Batch,BEYONDRX_AZ,9.61
Verify Batch,BEYONDRX_AZ,7.69
Verify Fill,BEYONDRX_OH,8.2
Verify Order,BEYONDRX_OH,8.24
Verify Batch,OHIO,12.8
Verify Order,OHIO,13.76
Verify Batch,BEYONDRX_AZ,6.81
Verify Fill,BEYONDRX_OH,5.64
Verify Fill,BEYONDRX_OH,8.15
Verify Fill,BEYONDRX_OH,14.8
Verify Order,BEYONDRX_OH,10.13
Verify Batch,BEYONDRX_AZ,14.16
Verify Batch,OHIO,7.68
Verify Order,BEYONDRX_OH,11.94
Verify Batch,BEYONDRX_AZ,8.95
Verify Order,BEYONDRX_OH,13.78
Verify Fill,OHIO,22.11
Verify Fill,BEYONDRX_OH,7.82
Verify Order,BEYONDRX_AZ,4.8
Verify Batch,BEYONDRX_OH,10.45
Verify Fill,BEYONDRX_OH,4.86
Verify Order,BEYONDRX_OH,10.57
Verify Batch,BEYONDRX_AZ,21.38
Verify Batch,OHIO,3.57
Verify Order,BEYONDRX_AZ,14.99
Verify Fill,BEYONDRX_AZ,6.21
Verify Order,OHIO,6.18
Verify Fill,BEYONDRX_AZ,11.38
Verify Fill,BEYONDRX_OH,7.12
Verify Fill,BEYONDRX_OH,7.63
Verify Order,BEYONDRX_AZ,6.05
Verify Order,BEYONDRX_AZ,9.88
Verify Batch,BEYONDRX_AZ,6.74
Verify Order,BEYONDRX_AZ,7.25
Verify Fill,BEYONDRX_OH,2.36
Verify Order,OHIO,12.37
Verify Order,OHIO,12.73
Verify Order,OHIO,20.66
Verify Order,BEYONDRX_OH,16.8
Verify Fill,BEYONDRX_AZ,6.36
Verify Batch,BEYONDRX_AZ,12.4
Verify Fill,OHIO,8.37
Verify Fill,BEYONDRX_AZ,16.54
Verify Fill,BEYONDRX_AZ,5.02
Verify Batch,OHIO,12.72
Verify Order,BEYONDRX_OH,18.83
Verify Batch,OHIO,15.67
Verify Fill,OHIO,8.73
Verify Fill,OHIO,16.55
Verify Batch,BEYONDRX_OH,5.7
Verify Order,BEYONDRX_OH,6.84
Verify Batch,BEYONDRX_AZ,5.4
Verify Fill,BEYONDRX_OH,14.57
Verify Fill,BEYONDRX_AZ,10.39
Verify Fill,BEYONDRX_AZ,14.08
Verify Order,BEYONDRX_AZ,7.39
Verify Fill,BEYONDRX_OH,8.63
Verify Fill,BEYONDRX_AZ,11.58
Verify Batch,BEYONDRX_AZ,11.3
Verify Batch,BEYONDRX_AZ,9.4
Verify Batch,BEYONDRX_AZ,5.63
Verify Order,BEYONDRX_OH,6.81
Verify Order,BEYONDRX_OH,11.81
Verify Fill,BEYONDRX_AZ,13.24
Verify Order,BEYONDRX_OH,6.53
Verify Order,OHIO,6.08
Verify Order,OHIO,7.37
Verify Batch,BEYONDRX_OH,3.88
Verify Fill,BEYONDRX_OH,4.67
Verify Fill,BEYONDRX_OH,10.49
Verify Batch,BEYONDRX_AZ,5.35
Verify Batch,BEYONDRX_AZ,6.99
Verify Batch,OHIO,11.79
Verify Fill,BEYONDRX_OH,8.97
Verify Batch,BEYONDRX_OH,6.76
Verify Fill,OHIO,10.97
Verify Batch,BEYONDRX_AZ,6.24
Verify Batch,BEYONDRX_OH,7.04
Verify Fill,BEYONDRX_OH,16.23
Verify Batch,BEYONDRX_AZ,7.26
Verify Batch,BEYONDRX_AZ,11.44
Verify Fill,BEYONDRX_OH,5.95
Verify Order,BEYONDRX_AZ,5.63
Verify Batch,BEYONDRX_OH,9.79
Verify Batch,BEYONDRX_AZ,4.84
Verify Fill,OHIO,4.0
Verify Fill,BEYONDRX_OH,6.26
Verify Order,OHIO,21.84
Verify Fill,BEYONDRX_AZ,4.17
Verify Fill,BEYONDRX_OH,10.6
Verify Batch,OHIO,7.26
Verify Batch,BEYONDRX_AZ,8.38
Verify Batch,BEYONDRX_OH,3.11
Verify Order,BEYONDRX_AZ,12.27
